"Bgy. No. 51-A, Nangalisan East",12
"Bgy. No. 51-B, Nangalisan West",12
"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",12
"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",12
"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",12
"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",12
"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",12
"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",12
"Bgy. No. 57, Pila",12
"Bgy. No. 49-B, Raraburan",12
"Bgy. No. 53, Rioeng",12
"Bgy. No. 55-B, Salet-Bulangon",12
"Bgy. No. 6, San Agustin (Pob.)",12
"Bgy. No. 22, San Andres (Pob.)",12
"Bgy. No. 28, San Bernardo (Pob.)",12
"Bgy. No. 17, San Francisco (Pob.)",12
"Bgy. No. 4, San Guillermo (Pob.)",12
"Bgy. No. 15, San Guillermo (Pob.)",12
"Bgy. No. 12, San Isidro (Pob.)",12
"Bgy. No. 16, San Jacinto (Pob.)",12
"Bgy. No. 10, San Jose (Pob.)",12
"Bgy. No. 1, San Lorenzo (Pob.)",12
"Bgy. No. 26, San Marcelino (Pob.)",12
"Bgy. No. 52-A, San Mateo",12
"Bgy. No. 23, San Matias (Pob.)",12
"Bgy. No. 20, San Miguel (Pob.)",12
"Bgy. No. 21, San Pedro (Pob.)",12
"Bgy. No. 5, San Pedro (Pob.)",12
"Bry. No. 18, San Quirino (Pob.)",12
"Bgy. No. 8, San Vicente (Pob.)",12
"Bgy. No. 9, Santa Angela (Pob.)",12
"Bgy. No. 11, Santa Balbina (Pob.)",12
"Bgy. No. 25, Santa Cayetana (Pob.)",12
"Bgy. No. 2, Santa Joaquina (Pob.)",12
"Bgy. No. 19, Santa Marcela (Pob.)",12
"Bgy. No. 30-B, Santa Maria",12
"Bgy. No. 39, Santa Rosa",12
"Bgy. No. 14, Santo Tomas (Pob.)",12
"Bgy. No. 29, Santo Tomas (Pob.)",12
"Bgy. No. 30-A, Suyo",12
"Bgy. No. 31, Talingaan",12
"Bgy. No. 45, Tangid",12
"Bgy. No. 55-C, Vira",12
"Bgy. No. 44, Zamboanga",12
Pacifico (Agunit),13
Imelda (Capariaan),13
Elizabeth (Culao),13
Daquioag,13
Escoda,13
Ferdinand,13
Fortuna,13
Lydia (Pob.),13
Mabuti,13
Valdez (Biding),13
Tabucbuc (Ragas),13
Santiago,13
Cacafean,13
Acnam,14
Barangobong,14
Barikir,14
Bugayong,14
Cabittauran,14
Caray,14
Garnaden,14
Naguillan (Pagpag-ong),14
Poblacion,14
Santo NiNo,14
Uguis,14
Aggasi,15
Baduang,15
Balaoi,15
Burayoc,15
Caunayan,15
Dampig,15
Ligaya,15
Pancian,15
Pasaleng,15
Poblacion 1,15
Poblacion 2,15
Saguigui,15
Saud,15
Subec,15
Tarrag,15
Caparispisan,15
Bacsil,16
Cabagoan,16
Cabangaran,16
Callaguip,16
Cayubog,16
Dolores,16
Laoa,16
Masintoc,16
Monte,16
Mumulaan,16
Nagbacalan,16
Nalasin,16
Nanguyudan,16
Oaig-Upay-Abulao,16
Pambaran,16
Pannaratan (Pob.),16
Paratong,16
Pasil,16
Salbang (Pob.),16
San Agustin,16
San Blas (Pob.),16
San Juan,16
San Pedro,16
San Roque (Pob.),16
Sangladan Pob. (Nalbuan),16
Santa Rita (Pob.),16
Sideg,16
Suba,16
Sungadan,16
Surgui,16
Veronica,16
Batuli,17
Binsang,17
Nalvo (Cababaan-Nalvo),17
Caruan,17
Carusikis,17
Carusipan,17
Dadaeman,17
Darupidip,17
Davila,17
Dilanis,17
Dilavo,17
Estancia,17
Naglicuan,17
Nagsanga,17
Ngabangab,17
Pangil,17
Poblacion 1,17
Poblacion 2,17
Poblacion 3,17
Poblacion 4,17
Pragata (Pragata-Bungro),17
Puyupuyan,17
Sulongan,17
Salpad,17
San Juan,17
Santa Catalina,17
Santa Matilde,17
Sapat,17
Sulbec,17
Surong,17
Susugaen,17
Tabungao,17
Tadao,17
Ab-abut,18
Abucay,18
Anao (Pob.),18
Arua-ay,18
Bimmanga,18
Boyboy,18
Cabaroan (Pob.),18
Calambeg,18
Callusa,18
Dupitac,18
Estancia,18
Gayamat,18
Lagandit,18
Libnaoan,18
Loing (Pob.),18
Maab-abaca,18
Mangitayag,18
Maruaya,18
San Antonio,18
Santa Maria,18
Sucsuquen,18
Tangaoan,18
Tonoton,18
Aglipay,19
Apatut-Lubong,19
Badio,19
Barbar,19
Buanga,19
Bulbulala,19
Bungro,19
Cabaroan,19
Capangdanan,19
Dalayap,19
Darat,19
Gulpeng,19
Liliputen,19
Lumbaan-Bicbica,19
Nagtrigoan,19
Pagdilao (Pob.),19
Pugaoan,19
Puritac,19
Sacritan,19
Salanap,19
Santo Tomas,19
Tartarabang,19
Puzol,19
Upon,19
Valbuena (Pob.),19
San Francisco (Pob.),20
San Ildefonso (Pob.),20
San Agustin,20
San Baltazar (Pob.),20
San Bartolome (Pob.),20
San Cayetano (Pob.),20
San Eugenio (Pob.),20
San Fernando (Pob.),20
San Gregorio (Pob.),20
San Guillermo,20
San Jose (Pob.),20
San Juan Bautista (Pob.),20
San Lorenzo,20
San Lucas (Pob.),20
San Marcos (Payas),20
San Miguel (Pob.),20
San Pablo,20
San Paulo (Pob.),20
San Pedro (Bingao),20
San Rufino (Pob.),20
San Silvestre (Pob.),20
Santa Asuncion (Samac),20
Santa Cecilia (Barabar),20
Santa Monica (Nagrebcan),20
San Agustin (Pob.),21
San Andres,21
San Antonio,21
San Bernabe,21
San Cristobal,21
San Felipe,21
San Francisco (Pob.),21
San Isidro,21
San Joaquin (Pob.),21
San Jose,21
San Juan,21
San Leandro (Pob.),21
San Lorenzo,21
San Manuel,21
San Marcos,21
San Nicolas,21
San Pedro,21
San Roque,21
San Vicente (Pob.),21
Santa Barbara (Pob.),21
Santa Magdalena,21
Santa Rosa,21
Santo Santiago,21
Santo Tomas,21
Aguitap,22
Bagbag,22
Bagbago,22
Barcelona,22
Bubuos,22
Capurictan,22
Catangraran,22
Darasdas,22
Juan (Pob.),22
Laureta (Pob.),22
Lipay,22
Maananteng,22
Manalpac,22
Mariquet,22
Nagpatpatan,22
Nalasin,22
Puttao,22
San Juan,22
San Julian,22
Santa Ana,22
Santiago,22
Talugtog,22
Abkir,23
Alsem,23
Bago,23
Bulbulala,23
Cabangaran,23
Cabayo,23
Cabisocolan,23
Canaam,23
Columbia,23
Dagupan,23
Pedro F. Alviar (Diaton),23
Dipilat,23
Esperanza,23
Ester,23
Isic Isic,23
Lubnac,23
Mabanbanag,23
Alejo Malasig,23
Manarang,23
Margaay,23
Namoroc,23
Malampa (Peninaan-Malampa),23
Parparoroc,23
Parut,23
Salsalamagui,23
San Jose (Lipay),23
San Nicolas (Pob.),23
San Pedro (Pob.),23
San Ramon (Pob.),23
San Roque (Pob.),23
Santa Maria (Pob.),23
Tamdagan,23
Visaya,23
Alilem Daya (Pob.),24
Amilongan,24
Anaao,24
Apang,24
Apaya,24
Batbato,24
Daddaay,24
Dalawa,24
Kiat,24
Bagbagotot,25
Banbanaal,25
Bisangol,25
Cadanglaan,25
Casilagan Norte,25
Casilagan Sur,25
Elefante,25
Guardia,25
Lintic,25
Lopez,25
Montero,25
Naguimba,25
Pila,25
Poblacion,25
Aggay,26
An-annam,26
Balaleng,26
Banaoang,26
Bulag,26
Buquig,26
Cabalanggan,26
Cabaroan,26
Cabusligan,26
Capangdanan,26
Guimod,26
Lingsat,26
Malingeb,26
Mira,26
Naguiddayan,26
Ora,26
Paing,26
Puspus,26
Quimmarayan,26
Sagneb,26
Sagpat,26
San Mariano (Sallacong),26
San Isidro,26
San Julian,26
Sinabaan,26
Taguiporo,26
Taleb,26
Tay-ac,26
Barangay 1 (Pob.),26
Barangay 2 (Pob.),26
Barangay 3 (Pob.),26
Barangay 4 (Pob.),26
Barangay 5 (Pob.),26
Barangay 6 (Pob.),26
Ambugat,27
Balugang,27
Bangbangar,27
Bessang,27
Cabcaburao,27
Cadacad,27
Callitong,27
Dayanki,27
Lesseb,27
Lubing,27
Lucaban,27
Luna,27
Macaoayan,27
Mambug,27
Manaboc,27
Mapanit,27
Poblacion Sur (Masingit),27
Nagpanaoan,27
Dirdirig (Dirdirig-Paday),27
Paduros,27
Patac,27
Poblacion Norte (Bato),27
Sabangan Pinggan,27
Subadi Norte,27
Subadi Sur,27
Taliao,27
Alinaay,28
Aragan,28
Arnap,28
Baclig (Pob.),28
Bato,28
Bonifacio (Pob.),28
Bungro,28
Cacadiran,28
Caellayan,28
Carusipan,28
Catucdaan,28
Cuancabal,28
Cuantacla,28
Daclapan,28
Dardarat,28
Lipit,28
Maradodon,28
Margaay,28
Nagsantaan,28
Nagsincaoan,28
Namruangan,28
Pila,28
Pug-os,28
Quezon (Pob.),28
Reppaac,28
Rizal (Pob.),28
Sabang,28
Sagayaden,28
Salapasap,28
Salomague,28
Sisim,28
Turod,28
Turod-Patac,28
Allangigan Primero,29
Allangigan Segundo,29
Amguid,29
Ayudante,29
Bagani Camposanto,29
Bagani Gabor,29
Bagani Tocgo,29
Bagani Ubbog,29
Bagar,29
Balingaoan,29
Bugnay,29
Calaoaan,29
Calongbuyan,29
Caterman,29
Cubcubboot,29
Darapidap,29
Langlangca Primero,29
Langlangca Segundo,29
Oaig-Daya,29
Palacapac,29
Paras,29
Parioc Primero,29
Parioc Segundo,29
Patpata Primero,29
Patpata Segundo,29
Paypayad,29
Salvador Primero,29
Salvador Segundo,29
San Agustin,29
San Andres,29
San Antonio (Pob.),29
San Isidro (Pob.),29
San Jose (Pob.),29
San Juan (Pob.),29
San Nicolas,29
San Pedro,29
Santo Tomas,29
Tablac,29
Talogtog,29
Tamurong Primero,29
Tamurong Segundo,29
Villarica,29
Anonang Mayor,30
Anonang Menor,30
Baggoc,30
Callaguip,30
Caparacadan,30
Fuerte,30
Manangat,30
Naguilian,30
Nansuagao,30
Pandan,30
Pantay-Quitiquit,30
Don Dimas Querubin (Pob.),30
Puro,30
Pantay Tamurong,30
Villamar,30
Don Alejandro Quirolgico (Pob.),30
Don Lorenzo Querubin (Pob.),30
Aluling,31
Comillas North,31
Comillas South,31
Concepcion (Pob.),31
Dinwede East,31
Dinwede West,31
Libang,31
Pilipil,31
Remedios,31
Rosario (Pob.),31
San Juan,31
San Luis,31
Malaya,31
Abaya,32
Baracbac,32
Bidbiday,32
Bitong,32
Borobor,32
Calimugtong,32
Calongbuyan,32
Calumbaya,32
Daldagan,32
Kilang,32
Legaspi,32
Mabayag,32
Matanubong,32
Mckinley,32
Nagsingcaoan,32
Oaig-Daya,32
Pagangpang,32
Patac,32
Poblacion,32
Rubio,32
Sabangan-Bato,32
Sacaang,32
San Vicente,32
Sapang,32
Alfonso (Tangaoan),33
Bussot,33
Concepcion,33
Dapdappig,33
Matue-Butarag,33
Poblacion Norte,33
Poblacion Sur,33
Banucal,34
Bequi-Walin,34
Bugui,34
Calungbuyan,34
Carcarabasa,34
Labut,34
Poblacion Norte,34
Poblacion Sur,34
San Vicente,34
Suysuyan,34
Tay-ac,34
Alangan,35
Bacar,35
Barbarit,35
Bungro,35
Cabaroan,35
Cadanglaan,35
Caraisan,35
Dacutan,35
Labut,35
Maas-asin,35
Macatcatud,35
Namalpalan,35
Manzante,35
Maratudo,35
Miramar,35
Napo,35
Pagsanaan Norte,35
Pagsanaan Sur,35
Panay Norte,35
Panay Sur,35
Patong,35
Puro,35
San Basilio (Pob.),35
San Clemente (Pob.),35
San Julian (Pob.),35
San Lucas (Pob.),35
San Ramon (Pob.),35
San Vicente (Pob.),35
Santa Monica,35
Sarsaracat,35
Balaweg,36
Bandril,36
Bantugo,36
Cadacad,36
Casilagan,36
Casocos,36
Lapting,36
Mapisi,36
Mission,36
Poblacion East,36
Poblacion West,36
Taleb,36
Abuor,37
Ambulogan,37
Aquib,37
Banglayan,37
Bulanos,37
Cadacad,37
Cagayungan,37
Camarao,37
Casilagan,37
Codoog,37
Dasay,37
Dinalaoan,37
Estancia,37
Lanipao,37
Lungog,37
Margaay,37
Marozo,37
Naguneg,37
Orence,37
Pantoc,37
Paratong,37
Parparia,37
Quinarayan,37
Rivadavia,37
San Antonio,37
San Jose (Pob.),37
San Pablo,37
San Pedro,37
Santa Lucia (Pob.),37
Sarmingan,37
Sucoc,37
Sulvec,37
Turod,37
Bantay Abot,37
Banoen,38
Cayus,38
Patungcaleo (Lamag),38
Malideg,38
Namitpit,38
Patiacan,38
Legleg (Pob.),38
Suagayan,38
Lamag (Tubtuba),38
Atabay,39
Calangcuasan,39
Balidbid,39
Baluarte,39
Baybayading,39
Boguibog,39
Bulala-Leguey,39
Kaliwakiw,39
Culiong,39
Dinaratan,39
Kinmarin,39
Lucbuban,39
Madarang,39
Maligcong,39
Pias,39
Poblacion Norte,39
Poblacion Sur,39
San Gaspar,39
San Tiburcio,39
Sorioan,39
Ubbog,39
Cabaroan (Pob.),40
Kalumsing,40
Lancuas,40
Matibuey,40
Paltoc,40
Sibsibbu,40
Tiagan,40
San Miliano,40
Ansad,41
Apatot,41
Bateria,41
Cabaroan,41
Cappa-cappa,41
Poblacion,41
San Nicolas,41
San Pablo,41
San Rafael,41
Villa Quirino,41
Arnap,42
Bahet,42
Belen,42
Bungro,42
Busiing Sur,42
Busiing Norte,42
Dongalo,42
Gongogong,42
Iboy,42
Otol-Patac,42
Poblacion East,42
Poblacion West,42
Kinamantirisan,42
Sagneb,42
Sagsagat,42
Bacsil,43
Baliw,43
Bannuar (Pob.),43
Barbar,43
Cabanglotan,43
Cacandongan,43
Camanggaan,43
Camindoroan,43
Caronoan,43
Darao,43
Dardarat,43
Guimod Norte,43
Guimod Sur,43
Immayos Norte,43
Immayos Sur,43
Labnig,43
Lapting,43
Lira (Pob.),43
Malamin,43
Muraya,43
Nagsabaran,43
Nagsupotan,43
Pandayan (Pob.),43
Refaro,43
Resurreccion (Pob.),43
Sabangan,43
San Isidro,43
Saoang,43
Solotsolot,43
Sunggiam,43
Surngit,43
Asilang,43
Bantaoay,44
Bayubay Norte,44
Bayubay Sur,44
Lubong,44
Poblacion,44
Pudoc,44
San Sebastian,44
Ampandula,45
Banaoang,45
Basug,45
Bucalag,45
Cabangaran,45
Calungboyan,45
Casiber,45
Dammay,45
Labut Norte,45
Labut Sur,45
Mabilbila Sur,45
Mabilbila Norte,45
Magsaysay District (Pob.),45
Manueva,45
Marcos (Pob.),45
Nagpanaoan,45
Namalangan,45
Oribi,45
Pasungol,45
Quezon (Pob.),45
Quirino (Pob.),45
Rancho,45
Rizal,45
Sacuyya Norte,45
Sacuyya Sur,45
Tabucolan,45
Cabaroan,46
Cabittaogan,46
Cabuloan,46
Pangada,46
Paratong,46
Poblacion,46
Sinabaan,46
Subec,46
Tamorong,46
Amarao,47
Babayoan,47
Bacsayan,47
Banay,47
Bayugao Este,47
Bayugao Oeste,47
Besalan,47
Bugbuga,47
Calaoaan,47
Camanggaan,47
Candalican,47
Capariaan,47
Casilagan,47
Coscosnong,47
Daligan,47
Dili,47
Gabor Norte,47
Gabor Sur,47
Lalong,47
Lantag,47
Las-ud,47
Mambog,47
Mantanas,47
Nagtengnga,47
Padaoil,47
Paratong,47
Pattiqui,47
Pidpid,47
Pilar,47
Pinipin,47
Poblacion Este,47
Poblacion Norte,47
Poblacion Weste,47
Poblacion Sur,47
Quinfermin,47
Quinsoriano,47
Sagat,47
San Antonio,47
San Jose,47
San Pedro,47
Saoat,47
Sevilla,47
Sidaoen,47
Suyo,47
Tampugo,47
Turod,47
Villa Garcia,47
Villa Hermosa,47
Villa Laurencia,47
Alincaoeg,48
Angkileng,48
Arangin,48
Ayusan (Pob.),48
Banbanaba,48
Bao-as,48
Barangobong (Pob.),48
Buliclic,48
Burgos (Pob.),48
Cabaritan,48
Catayagan,48
Conconig East,48
Conconig West,48
Damacuag,48
Lubong,48
Luba,48
Nagrebcan,48
Nagtablaan,48
Namatican,48
Nangalisan,48
Palali Norte,48
Palali Sur,48
Paoc Norte,48
Paoc Sur,48
Paratong,48
Pila East,48
Pila West,48
Quinabalayangan,48
Ronda,48
Sabuanan,48
San Juan,48
San Pedro,48
Sapang,48
Suagayan,48
Vical,48
Bani,48
Ag-agrao,49
Ampuagan,49
Baballasioan,49
Baliw Daya,49
Baliw Laud,49
Bia-o,49
Butir,49
Cabaroan,49
Danuman East,49
Danuman West,49
Dunglayan,49
Gusing,49
Langaoan,49
Laslasong Norte,49
Laslasong Sur,49
Laslasong West,49
Lesseb,49
Lingsat,49
Lubong,49
Maynganay Norte,49
Maynganay Sur,49
Nagsayaoan,49
Nagtupacan,49
Nalvo,49
Pacang,49
Penned,49
Poblacion Norte,49
Poblacion Sur,49
Silag,49
Sumagui,49
Suso,49
Tangaoan,49
Tinaan,49
Al-aludig,50
Ambucao,50
San Jose (Baraoas),50
Baybayabas,50
Bigbiga,50
Bulbulala,50
Busel-busel,50
Butol,50
Caburao,50
Dan-ar,50
Gabao,50
Guinabang,50
Imus,50
Lang-ayan,50
Mambug,50
Nalasin,50
Olo-olo Norte,50
Olo-olo Sur,50
Poblacion Norte,50
Poblacion Sur,50
Sabangan,50
Salincub,50
San Roque,50
Ubbog,50
Binalayangan,51
Binongan,51
Borobor,51
Cabaritan,51
Cabigbigaan,51
Calautit,51
Calay-ab,51
Camestizoan,51
Casili,51
Flora,51
Lagatit,51
Laoingen,51
Lussoc,51
Nalasin,51
Nagbettedan,51
Naglaoa-an,51
Nambaran,51
Nanerman,51
Napo,51
Padu Chico,51
Padu Grande,51
Paguraper,51
Panay,51
Pangpangdan,51
Parada,51
Paras,51
Poblacion,51
Puerta Real,51
Pussuac,51
Quimmarayan,51
San Pablo,51
Santa Cruz,51
Santo Tomas,51
Sived,51
Vacunero,51
Suksukit,51
Abaccan,52
Mabileg,52
Matallucod,52
Poblacion (Madayaw),52
San Elias,52
San Ramon,52
Santo Rosario,52
Aguing,53
Ballaigui (Pob.),53
Baliw,53
Baracbac,53
Barikir,53
Battog,53
Binacud,53
Cabangtalan,53
Cabarambanan,53
Cabulalaan,53
Cadanglaan,53
Calingayan,53
Curtin,53
Dadalaquiten Norte,53
Dadalaquiten Sur,53
Duyayyat,53
Jordan,53
Calanutian,53
Katipunan,53
Macabiag (Pob.),53
Magsaysay,53
Marnay,53
Masadag,53
Nagcullooban,53
Nagbalioartian,53
Nagongburan,53
Namnama (Pob.),53
Pacis,53
Paratong,53
Dean Leopoldo Yabes (Pug-os),53
Purag,53
Quibit-quibit,53
Quimmallogong,53
Rang-ay (Pob.),53
Ricudo,53
SabaNgan (Marcos),53
Sallacapo,53
Santa Cruz,53
Sapriana,53
Tapao,53
Teppeng,53
Tubigay,53
Ubbog,53
Zapat,53
Banga,54
Caoayan,54
Licungan (Cullang),54
Danac,54
Pangotan,54
Balbalayang (Pob.),54
Baringcucurong,55
Cabugao,55
Man-atong,55
Patoc-ao,55
Poblacion (Kimpusa),55
Suyo Proper,55
Urzadan,55
Uso,55
Ag-aguman,56
Ambalayat,56
Baracbac,56
Bario-an,56
Baritao,56
Borono,56
Becques,56
Bimmanga,56
Bio,56
Bitalag,56
Bucao East,56
Bucao West,56
Cabaroan,56
Cabugbugan,56
Cabulanglangan,56
Dacutan,56
Dardarat,56
Del Pilar (Pob.),56
Farola,56
Gabur,56
Garitan,56
Jardin,56
Lacong,56
Lantag,56
Las-ud,56
Libtong,56
Lubnac,56
Magsaysay (Pob.),56
MalacaNang,56
Pacac,56
Pallogan,56
Pudoc East,56
Pudoc West,56
Pula,56
Quirino (Pob.),56
Ranget,56
Rizal (Pob.),56
Salvacion,56
San Miguel,56
Sawat,56
Tallaoen,56
Tampugo,56
Tarangotong,56
Ayusan Norte,57
Ayusan Sur,57
Barangay I (Pob.),57
Barangay II (Pob.),57
Barangay III (Pob.),57
Barangay IV (Pob.),57
Barangay V (Pob.),57
Barangay VI (Pob.),57
Barraca,57
Beddeng Laud,57
Beddeng Daya,57
Bongtolan,57
Bulala,57
Cabalangegan,57
Cabaroan Daya,57
Cabaroan Laud,57
Camangaan,57
Capangpangan,57
Mindoro,57
Nagsangalan,57
Pantay Daya,57
Pantay Fatima,57
Pantay Laud,57
Paoa,57
Paratong,57
Pong-ol,57
Purok-a-bassit,57
Purok-a-dackel,57
Raois,57
Rugsuanan,57
Salindeg,57
San Jose,57
San Julian Norte,57
San Julian Sur,57
San Pedro,57
Tamag,57
Barangay VII,57
Barangay VIII,57
Barangay IX,57
Ambitacay,58
Balawarte,58
Capas,58
Consolacion (Pob.),58
Macalva Central,58
Macalva Norte,58
Macalva Sur,58
Nazareno,58
Purok,58
San Agustin East,58
San Agustin Norte,58
San Agustin Sur,58
San Antonino,58
San Antonio,58
San Francisco,58
San Isidro,58
San Joaquin Norte,58
San Joaquin Sur,58
San Jose Norte,58
San Jose Sur,58
San Juan,58
San Julian Central,58
San Julian East,58
San Julian Norte,58
San Julian West,58
San Manuel Norte,58
San Manuel Sur,58
San Marcos,58
San Miguel,58
San Nicolas Central (Pob.),58
San Nicolas East,58
San Nicolas Norte (Pob.),58
San Nicolas West,58
San Nicolas Sur (Pob.),58
San Pedro,58
San Roque West,58
San Roque East,58
San Vicente Norte,58
San Vicente Sur,58
Santa Ana,58
Santa Barbara (Pob.),58
Santa Fe,58
Santa Maria,58
Santa Monica,58
Santa Rita (Nalinac),58
Santa Rita East,58
Santa Rita Norte,58
Santa Rita Sur,58
Santa Rita West,58
Alaska,59
Basca,59
Dulao,59
Gallano,59
Macabato,59
Manga,59
Pangao-aoan East,59
Pangao-aoan West,59
Poblacion,59
Samara,59
San Antonio,59
San Benito Norte,59
San Benito Sur,59
San Eugenio,59
San Juan East,59
San Juan West,59
San Simon East,59
San Simon West,59
Santa Cecilia,59
Santa Lucia,59
Santa Rita East,59
Santa Rita West,59
Santo Rosario East,59
Santo Rosario West,59
Agtipal,60
Arosip,60
Bacqui,60
Bacsil,60
Bagutot,60
Ballogo,60
Baroro,60
Bitalag,60
Bulala,60
Burayoc,60
